0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5
http://needsupply.com/mens/denim/the-henley-dry-stretch.html,Baldwin Denim,The Henley Dry Stretch,220,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1000_thehenleydry3.jpg,Measurements taken from a size 31.,31,31,32,9.5,34.5,7.5,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",220,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/slim-straight-trouser.html,Rogue Territory,RK Trouser,160,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/r/k/rk-jps-001_5_1.jpg,Measurements taken from a size 31.,31,31,33,10,36,8,7.5,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",160,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/slim-straight-stanton.html,Rogue Territory,Dark Stanton,190,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/d/k/dkstjp001_4_1.jpg,Measurements taken from a size 31.,31,31,32,10.5,36,8,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",190,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/tight-straight-selvedge.html,Momotaro Jeans By Japan Blue,Skinny Straight ,179,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/j/b/jb0703_tightstraightselvedge5.jpg,Measurements taken from size 31,31,31,32,10.5,38.25,8,7.75,,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",179,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/slim-str-selvage-stanton.html,Rogue Territory,Selvage Stanton,199,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/s/t/st-jps-001_slimstr_1.jpg,Measurements taken from a size 33.,33,31,32,10.5,37,8.5,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",199,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/ladbroke-grove-14-75-oz.html,Tellason,Ladbroke Grove Slim Taper 14.75 Oz.,198,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/l/a/ladbroke_grove_01.jpg,Measurements taken from a size 31.  Dimensions vary depending on size.,31,31,33,9,34.5,8.5,7,11.5,13.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",198,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/sharp-bengt-recycle-dry-g.html,Nudie Jeans,Sharp Bengt Recycled Dry ,179,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/110930_sharpbengtrec5.jpg,Measurements taken from a size 30-34.  Dimensions may vary with size. ,30,34,30,11,0.5,8.5,7,,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",179,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/five-in-blue-black.html,Cheap Monday,Five In Blue Black,65,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/0/200400_fiveinblue5.jpg,Measurements taken from a size 30-34.  Dimensions may vary with size.,30,34,34,9.5,34,8,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/hank-rey-recycle-dry.html,Nudie Jeans,Hank Rey Recycle Dry,199,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/110962_hank_1.jpg,Measurements taken from a size 31-34.,31,34,34,10.5,34,8,7,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",199,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/city-riot-slim-black-acid.html,Insight,City Riot Slim Black Acid,92,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/1/215301a_cityriotslim5.jpg,Measured on a 31.  Dimensions may vary slightly with size.,31,32,33,9.5,33,7,6,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",92,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/skinny-straight-deep-blue.html,Momotaro Jeans By Japan Blue,Skinny Straight Deep Blue,179,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/j/b/jb0102_skinnystraight5.jpg,Measurements taken from a size 32.,32,32,33,9.75,39,8.5,7.75,12,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",179,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/skinny-straight-vintage-s.html,Momotaro Jeans By Japan Blue,Tight Straight Selvedge,179,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/j/b/jb0101_skinnystraightvint5.jpg,Measurements taken from a size 32.,32,32,33,9.75,39,8.5,7.75,12,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",179,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/ladbroke-slim-taper-12-5.html,Tellason,Ladbroke Slim Taper 12.5 Oz.,198,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/101.02_laddbrokeslim1.jpg,Measurements taken from a size 31.  Dimensions vary depending on size.,31,31,33,9,34.5,8.5,7,11.5,13.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",198,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/rudy-in-classic-blue.html,COMUNE,Rudy In Classic Blue,68,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/10008nwcls_rudy1.jpg,"Measurements taken from a 30, dimensions may very with size.",30,30,30,9,,7.5,7,9.5,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",68,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/david-indigo-1.html,COMUNE,David Indigo,68,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/m/cmd10004nw_davidindigo_1.jpg,"Measurements taken from size 32, dimensions may vary with size.",32,32,32,8,,7,6.5,10,12,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",68,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/slim-jim-org-dry-grey.html,Nudie Jeans,Slim Jim Organic Dry Grey Embroidered,179,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/111079_slimjim1.jpg,Measurements taken from a size 32-34.,32,34,31.5,10,34,8,8,11,13.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",179,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/grim-tim-recycle-dry-navy.html,Nudie Jeans,Grim Tim Recycle Dry Navy,179,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/111013_grimtrim_denim1_1.jpg,Measurements taken from a size 32-34.,32,34,32,10,34,8,7.5,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",179,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/nash-rinse-straight-fit.html,Raleigh Denim,Nash Rinse Straight Fit,285,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/r/a/raliegh_nashrinsestraight1_2.jpg,Measurements taken from a size 32. ,32,32,32,10,36,9,8,,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",285,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/romero-pant-ii-worn-black.html,RVCA,Romero Pant II In Worn Black,69,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/10310033wb_romeropantii5.jpg,"Measured on a size 31, dimensions may vary with size.",31,31,32,10,32,8,8,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",69,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/vintage-label-slim-straig.html,Momotaro Jeans,Vintage Label Slim Straight,365,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/m/o/momotaro_vintagelabelslim1.jpg,Measurements taken from a size 30.,30,30,30,10.75,39,8.5,8.5,,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",365,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/romero-pant-ii-raw-blue.html,RVCA,Romero Pant II Raw Blue,62,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1031003ra_romeropantiiraw_4.jpg,"Measured on a size 33, dimensions may vary with size.",33,33,34,11.5,32,8.5,8.25,12.25,14.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",62,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/514-slim-straight.html,Levi's,514 Slim Straight,54,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/0/0/005140308_514slimstraight1.jpg,Measurements taken from a 31-32.,31,32,32,10,34,9,8,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",54,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/521-slim-tapered.html,Levi's,521 Slim Tapered,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/l/e/levi_521slim1.jpg,Measurements taken from a size 31-32.,31,32,34,11,32,8,7,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/raw-slim-straight-nsc.html,Tellason,Raw Slim Straight NSC,198,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/9/1997702nscrawslimstraig1.jpg,Measurements taken from a size 29.  ,29,30,29,9,,15,7.5,,13.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",198,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/henley-california.html,Baldwin Denim,Henley California,232,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1000cali_henleycalifornia5.jpg,Measurements taken from a size 32.,32,32,34,10,34.5,8,7,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",232,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/original-raw-thin-fit-1.html,Raleigh Denim,Original Raw Thin Fit,285,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/100w_originalrawthinc5_1.jpg,"Measurements taken from a 32, dimension may vary with size.",32,32,33,11.5,34,8.5,8,12,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",285,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/ricky-in-indigo.html,COMUNE,Ricky In Indigo,96,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/m/cmd10041in_rickyindigo5.jpg,Measurements taken from a size 31-32.,31,32,33,9.5,32,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",96,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/514-blue-collar.html,Levi's,514 Blue Collar,54,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/5/1/5140266_bluecollar4.jpg,Measurements taken from a 32-34. ,32,34,31,10,34,9,8.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",54,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/vintage-label-tight-strai.html,Momotaro Jeans,Vintage Label Tight Straight,365,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/0/7/0701_vintagelabel5.jpg,Measurements taken from a 31.,31,31,30,10.75,39,8.5,8.5,,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",365,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/the-reed-dry-kurabo.html,Baldwin Denim,The Reed Dry,220,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1002_baldwin_thereeddry_6.jpg,Measured on a 33.,33,33,33,8.5,,9,,12.5,13.25,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",220,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/standard-issue-raw-indigo.html,Obey,Standard Issue Raw Indigo,68,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/o/p/op1271s_standardissueraw1.jpg,Measurements taken from a 32.,32,32,32,9,,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",68,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/juvee-modern-raw-blueberr.html,Obey,Juvee Modern Raw Blueberry,78,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/o/p/op1231_obey_juviemodernraw_5.jpg,Measurements taken from a size 32.,32,32,32,10.25,,7.25,7,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",78,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/autostrecke-matching-grey.html,Cheap Monday,Autostrecke Matching Grey,65,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/0/200373_autostrecke5.jpg,Measurements taken from a 32.,32,32,32,9.5,34,7,7,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/505-blue-denim.html,Opening Ceremony,505 Blue Denim,225,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/5/0/505blue_bluedenim5.jpg,Measurements taken from a size 30.,30,30,30,,,7,7,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",225,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/505-chambray.html,Opening Ceremony,505 Chambray,225,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/5/0/505cham_chambray3.jpg,Measurements taken from a size 30,30,30,30,11,,7,7,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",225,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/hand-dyed-indigo-slim-jea.html,Tender Co.,Hand Dyed Indigo Slim Jean,415,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/t/j/tje13002_handdyedind5.jpg,Measurements taken from a size 32.,32,32,32,11.5,,9,7,,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",415,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/standard-issue-clsc-raw.html,Obey,Standard Issue Classic Raw,68,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/o/p/op1275s_4.jpg,Measurements taken from a 32.,32,32,32,9,,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",68,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/rigid-light-grey.html,Levi's,511 Rigid Light Grey,56,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/4/5/45110290_511rigidltgreen_1.jpg,Measurements taken from a 32,32,32,32,10,32,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",56,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/rigid-light-blue.html,Levi's,511 Rigid Light Blue,56,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/0/4/045110288_levis511ltblueb4.jpg,Measurements taken from a 32.,32,32,32,10,32,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",56,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/work-original-raw.html,Raleigh Denim,Work Original Raw,273,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/100w_originalworkd3.jpg,Measurements taken on a size 32.,32,32,33,11.5,34,9,8.5,,14.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",273,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/petit-standard-black.html,A.P.C.,Petit Standard Black,175,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/a/p/apc_petitstandardblackb4.jpg,Measured on a size 30.  Dimensions may vary with size.,30,30,32,9.25,34,7.75,7.25,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",175,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/new-standard-black.html,A.P.C.,New Standard Black,175,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/a/p/apc_newstandardblack1_1.jpg,Measured on a size 30.  Dimensions may vary with size.,30,30,32,10.5,34,8.5,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",175,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/romero-pant-ii-blue-grey.html,RVCA,Romero Pant II Blue Grey,69,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/10310033bg_romeropantblue5.jpg,"Measured on a size 30, dimensions may vary with size.",30,30,30,9.5,32,8,7.5,9.5,14.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",69,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/511-skinny-rigid-jettty.html,Levi's,511 Skinny Rigid Jetty,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/4/5/45110251_rigid511jetty5.jpg,Measurements taken from a 32-34.,32,34,32,10,34,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/511-skinny-rigid-dragon.html,Levi's,511 Skinny Rigid Dragon,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/4/5/45110241_levis_511skinnyrigiddragon_3.jpg,Measurements taken from a 32.,32,32,32,10,32,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/alexander-rinsed-work-fit.html,Raleigh Denim,Alexander Rinsed Work Fit,286,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/4/0/403_alexanderrinsec5.jpg,"Measurements taken from a 32, dimension may vary with size.",32,32,32,10.5,,8.5,8.5,10,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",286,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/1980-raw-slim.html,Kicking Mule Workshop,1980 Raw Slim,295,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/9/1980041_1980rawslim5.jpg,,32,32,32,10.75,,8,8,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",295,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/three-jeans-raw-tapered.html,Norse Projects,Three Jeans Raw Tapered,180,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/n/3/n300003_threejeansraw5_1.jpg,Measurements taken from a size 32-32.,32,32,35,11.5,32,9,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",180,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/raw-slim-straight.html,Tellason,Raw Slim Straight,198,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/9/1997702_rawslimstraight5_1.jpg,Measurements taken from a size 29.  Model wears a size 32.,29,29,29,9,,15,7.5,,13.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",198,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/grant-skinny-jean.html,COMUNE,Grant Skinny Jean,62,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/m/cmd10028_grantskinny5.jpg,,32,32,32,7,,,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",62,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/kelly-indigo.html,COMUNE,Kelly Indigo,68,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/m/cmd10024ct_kellyindigo_5.jpg,Measurements taken from a size 30-32.,30,32,31,9,32,7.5,7,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",68,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/romero-2.html,RVCA,Romero,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/r/v/rvca_romeroblack1.jpg,Measurements taken from a size 32.,32,32,33,10.5,32,8,8,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/tumbled-black-514-slim-st.html,Levi's,514 Tumbled Slim/Straight in Black,54,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/5/1/5140164_tumbledblack5pkt5.jpg,Measurements taken from a 32-34. ,32,34,32,9.5,34,9,8.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",54,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/lincoln-raw-thin-cut.html,Raleigh Denim,Lincoln Raw Thin Cut,281,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/111_lincolnraw4.jpg,Measurements taken from a size 32.,32,32,32,10,36,8.5,8,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",281,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
